GPU Info: NVIDIA A100 80GB PCIe
Starting SAC in MuJoCo environment training...
Starting SAC + clip in MuJoCo environment training...
Command: srun uv run python experiments/mujoco/sac_vlm.py   --env-id HumanoidStandup-v4   --run-id 10486461   --seed 1   --total-timesteps 1000000   --vlm-goal 'A humanoid robot standing on both legs on a flat surface without falling.'   --vlm-n-frames 4   --vlm-frame-every 4   --vlm-clip-every 16   --track   --capture-video   --wandb-project-name cleanrl-experiments --vlm-model-type clip --vlm-model-id openai/clip-vit-base-patch32 --video-every 500
CLIP Initialized: model=openai/clip-vit-base-patch32 n_frames=4, frame_every=4, clip_every=16
 Goal: 'A humanoid robot standing on both legs on a flat surface without falling.', delta_reward=True, normalize_reward=True
[VLM Debug] Reset: raw=0.2190
[VLM Debug] step=16 | raw=0.2175 | shaped=0.0000 | reward_mean=-0.0015
[VLM Debug] step=464 | raw=0.2417 | shaped=3.1873 | reward_mean=0.0002
[VLM Debug] step=480 | raw=0.2400 | shaped=-3.1395 | reward_mean=0.0002
[VLM Debug] step=496 | raw=0.2388 | shaped=-2.3486 | reward_mean=0.0002
[VLM Debug] step=512 | raw=0.2406 | shaped=2.5943 | reward_mean=0.0002
[VLM Debug] step=528 | raw=0.2413 | shaped=0.8148 | reward_mean=0.0002
[VLM Debug] step=544 | raw=0.2412 | shaped=-0.5693 | reward_mean=0.0002
[VLM Debug] step=560 | raw=0.2438 | shaped=3.7807 | reward_mean=0.0002
[VLM Debug] step=576 | raw=0.2421 | shaped=-3.1398 | reward_mean=0.0002
[VLM Debug] step=592 | raw=0.2399 | shaped=-3.9307 | reward_mean=0.0002
[VLM Debug] step=608 | raw=0.2423 | shaped=3.5832 | reward_mean=0.0002
[VLM Debug] step=624 | raw=0.2460 | shaped=5.5605 | reward_mean=0.0002
[VLM Debug] step=640 | raw=0.2461 | shaped=-0.1740 | reward_mean=0.0002
[VLM Debug] step=656 | raw=0.2462 | shaped=-0.1740 | reward_mean=0.0002
[VLM Debug] step=672 | raw=0.2454 | shaped=-1.7559 | reward_mean=0.0002
[VLM Debug] step=688 | raw=0.2411 | shaped=-7.2927 | reward_mean=0.0002
[VLM Debug] step=704 | raw=0.2411 | shaped=-0.3715 | reward_mean=0.0002
[VLM Debug] step=720 | raw=0.2406 | shaped=-1.1625 | reward_mean=0.0002
[VLM Debug] step=736 | raw=0.2433 | shaped=3.9791 | reward_mean=0.0002
[VLM Debug] step=752 | raw=0.2395 | shaped=-6.5019 | reward_mean=0.0002
[VLM Debug] step=768 | raw=0.2449 | shaped=8.3299 | reward_mean=0.0002
[VLM Debug] step=784 | raw=0.2410 | shaped=-6.6998 | reward_mean=0.0002
[VLM Debug] step=800 | raw=0.2391 | shaped=-3.3378 | reward_mean=0.0002
[VLM Debug] step=816 | raw=0.2430 | shaped=5.9571 | reward_mean=0.0002
[VLM Debug] step=832 | raw=0.2375 | shaped=-9.2708 | reward_mean=0.0002
[VLM Debug] step=848 | raw=0.2395 | shaped=2.7930 | reward_mean=0.0002
[VLM Debug] step=864 | raw=0.2396 | shaped=-0.1735 | reward_mean=0.0002
[VLM Debug] step=880 | raw=0.2439 | shaped=6.5506 | reward_mean=0.0002
[VLM Debug] step=896 | raw=0.2450 | shaped=1.4084 | reward_mean=0.0002
[VLM Debug] step=912 | raw=0.2379 | shaped=-11.8423 | reward_mean=0.0002
[VLM Debug] step=928 | raw=0.2411 | shaped=4.7709 | reward_mean=0.0002
[VLM Debug] step=944 | raw=0.2443 | shaped=4.7708 | reward_mean=0.0002
[VLM Debug] step=960 | raw=0.2439 | shaped=-0.9648 | reward_mean=0.0002
[VLM Debug] step=976 | raw=0.2407 | shaped=-5.5138 | reward_mean=0.0002
[VLM Debug] step=992 | raw=0.2401 | shaped=-1.3602 | reward_mean=0.0002
global_step=535533, episode=534, episodic_return=23.648
[VLM Debug] Reset: raw=0.2285
[VLM Debug] step=16 | raw=0.2249 | shaped=-6.3048 | reward_mean=0.0002
[VLM Debug] step=32 | raw=0.2290 | shaped=6.3537 | reward_mean=0.0002
[VLM Debug] step=48 | raw=0.2534 | shaped=39.1777 | reward_mean=0.0002
[VLM Debug] step=64 | raw=0.2360 | shaped=-28.6467 | reward_mean=0.0002
[VLM Debug] step=80 | raw=0.2412 | shaped=8.1307 | reward_mean=0.0002
[VLM Debug] step=96 | raw=0.2422 | shaped=1.2101 | reward_mean=0.0002
[VLM Debug] step=112 | raw=0.2466 | shaped=6.7465 | reward_mean=0.0002
[VLM Debug] step=128 | raw=0.2450 | shaped=-2.9425 | reward_mean=0.0002
[VLM Debug] step=144 | raw=0.2474 | shaped=3.5828 | reward_mean=0.0002
[VLM Debug] step=160 | raw=0.2507 | shaped=4.9669 | reward_mean=0.0002
[VLM Debug] step=176 | raw=0.2529 | shaped=3.1871 | reward_mean=0.0002
[VLM Debug] step=192 | raw=0.2408 | shaped=-19.9475 | reward_mean=0.0002
[VLM Debug] step=208 | raw=0.2450 | shaped=6.3512 | reward_mean=0.0002
[VLM Debug] step=224 | raw=0.2452 | shaped=0.0236 | reward_mean=0.0002
[VLM Debug] step=240 | raw=0.2390 | shaped=-10.4563 | reward_mean=0.0002
[VLM Debug] step=256 | raw=0.2354 | shaped=-6.3036 | reward_mean=0.0002
[VLM Debug] step=272 | raw=0.2356 | shaped=0.0241 | reward_mean=0.0002
[VLM Debug] step=288 | raw=0.2399 | shaped=6.5496 | reward_mean=0.0002
[VLM Debug] step=304 | raw=0.2395 | shaped=-0.9648 | reward_mean=0.0002
[VLM Debug] step=320 | raw=0.2446 | shaped=7.9338 | reward_mean=0.0002
[VLM Debug] step=336 | raw=0.2494 | shaped=7.3404 | reward_mean=0.0002
[VLM Debug] step=352 | raw=0.2402 | shaped=-15.2027 | reward_mean=0.0002
[VLM Debug] step=368 | raw=0.2413 | shaped=1.4082 | reward_mean=0.0002
[VLM Debug] step=384 | raw=0.2333 | shaped=-13.4226 | reward_mean=0.0002
[VLM Debug] step=400 | raw=0.2515 | shaped=29.0893 | reward_mean=0.0002
[VLM Debug] step=416 | raw=0.2537 | shaped=3.1870 | reward_mean=0.0002
[VLM Debug] step=432 | raw=0.2494 | shaped=-7.2925 | reward_mean=0.0002
[VLM Debug] step=448 | raw=0.2469 | shaped=-4.3264 | reward_mean=0.0002
[VLM Debug] step=464 | raw=0.2417 | shaped=-8.8740 | reward_mean=0.0002
[VLM Debug] step=480 | raw=0.2396 | shaped=-3.7329 | reward_mean=0.0002
[VLM Debug] step=496 | raw=0.2502 | shaped=16.8307 | reward_mean=0.0002
[VLM Debug] step=512 | raw=0.2421 | shaped=-13.6193 | reward_mean=0.0002
[VLM Debug] step=528 | raw=0.2416 | shaped=-1.1624 | reward_mean=0.0002
[VLM Debug] step=544 | raw=0.2438 | shaped=3.1877 | reward_mean=0.0002
[VLM Debug] step=560 | raw=0.2505 | shaped=10.5035 | reward_mean=0.0002
[VLM Debug] step=576 | raw=0.2448 | shaped=-9.6651 | reward_mean=0.0002
[VLM Debug] step=592 | raw=0.2480 | shaped=4.9672 | reward_mean=0.0002
[VLM Debug] step=608 | raw=0.2428 | shaped=-8.8741 | reward_mean=0.0002
[VLM Debug] step=624 | raw=0.2399 | shaped=-5.1170 | reward_mean=0.0002
[VLM Debug] step=640 | raw=0.2424 | shaped=3.7812 | reward_mean=0.0002
[VLM Debug] step=656 | raw=0.2396 | shaped=-4.9194 | reward_mean=0.0002
[VLM Debug] step=672 | raw=0.2374 | shaped=-3.9306 | reward_mean=0.0002
[VLM Debug] step=688 | raw=0.2457 | shaped=13.0751 | reward_mean=0.0002
[VLM Debug] step=704 | raw=0.2467 | shaped=1.2104 | reward_mean=0.0002
[VLM Debug] step=720 | raw=0.2407 | shaped=-10.0609 | reward_mean=0.0002
[VLM Debug] step=736 | raw=0.2406 | shaped=-0.5690 | reward_mean=0.0002
[VLM Debug] step=752 | raw=0.2384 | shaped=-3.9307 | reward_mean=0.0002
[VLM Debug] step=768 | raw=0.2382 | shaped=-0.7667 | reward_mean=0.0002
[VLM Debug] step=784 | raw=0.2391 | shaped=1.2109 | reward_mean=0.0002
[VLM Debug] step=800 | raw=0.2384 | shaped=-1.5577 | reward_mean=0.0002
[VLM Debug] step=816 | raw=0.2377 | shaped=-1.5577 | reward_mean=0.0002
[VLM Debug] step=832 | raw=0.2374 | shaped=-0.7666 | reward_mean=0.0002
[VLM Debug] step=848 | raw=0.2462 | shaped=13.8675 | reward_mean=0.0002
[VLM Debug] step=864 | raw=0.2419 | shaped=-7.2931 | reward_mean=0.0002
[VLM Debug] step=880 | raw=0.2452 | shaped=4.9683 | reward_mean=0.0002
[VLM Debug] step=896 | raw=0.2450 | shaped=-0.7670 | reward_mean=0.0002
[VLM Debug] step=912 | raw=0.2507 | shaped=8.9236 | reward_mean=0.0002
[VLM Debug] step=928 | raw=0.2532 | shaped=3.5837 | reward_mean=0.0002
[VLM Debug] step=944 | raw=0.2507 | shaped=-4.3272 | reward_mean=0.0002
[VLM Debug] step=960 | raw=0.2485 | shaped=-3.9316 | reward_mean=0.0002
[VLM Debug] step=976 | raw=0.2510 | shaped=3.5840 | reward_mean=0.0002
[VLM Debug] step=992 | raw=0.2482 | shaped=-4.9206 | reward_mean=0.0002
global_step=536534, episode=535, episodic_return=175.285
[VLM Debug] Reset: raw=0.2246
[VLM Debug] step=16 | raw=0.2177 | shaped=-11.6448 | reward_mean=0.0002
[VLM Debug] step=32 | raw=0.2294 | shaped=18.6147 | reward_mean=0.0002
[VLM Debug] step=48 | raw=0.2355 | shaped=9.5168 | reward_mean=0.0002
[VLM Debug] step=64 | raw=0.2379 | shaped=3.5834 | reward_mean=0.0002
[VLM Debug] step=80 | raw=0.2478 | shaped=15.6471 | reward_mean=0.0002
[VLM Debug] step=96 | raw=0.2505 | shaped=3.9784 | reward_mean=0.0002
[VLM Debug] step=112 | raw=0.2434 | shaped=-11.8433 | reward_mean=0.0002
[VLM Debug] step=128 | raw=0.2429 | shaped=-1.1634 | reward_mean=0.0002
[VLM Debug] step=144 | raw=0.2462 | shaped=4.9676 | reward_mean=0.0002
[VLM Debug] step=160 | raw=0.2517 | shaped=8.5274 | reward_mean=0.0002
[VLM Debug] step=176 | raw=0.2433 | shaped=-14.0190 | reward_mean=0.0002
[VLM Debug] step=192 | raw=0.2451 | shaped=2.5943 | reward_mean=0.0002
[VLM Debug] step=208 | raw=0.2458 | shaped=0.8143 | reward_mean=0.0002
[VLM Debug] step=224 | raw=0.2524 | shaped=10.3076 | reward_mean=0.0002
[VLM Debug] step=240 | raw=0.2498 | shaped=-4.7239 | reward_mean=0.0002
[VLM Debug] step=256 | raw=0.2544 | shaped=7.1431 | reward_mean=0.0002
[VLM Debug] step=272 | raw=0.2449 | shaped=-15.7994 | reward_mean=0.0002
[VLM Debug] step=288 | raw=0.2450 | shaped=-0.1745 | reward_mean=0.0002
[VLM Debug] step=304 | raw=0.2482 | shaped=4.7700 | reward_mean=0.0002
[VLM Debug] step=320 | raw=0.2347 | shaped=-22.1273 | reward_mean=0.0002
[VLM Debug] step=336 | raw=0.2438 | shaped=14.2631 | reward_mean=0.0002
[VLM Debug] step=352 | raw=0.2505 | shaped=10.5050 | reward_mean=0.0002
[VLM Debug] step=368 | raw=0.2573 | shaped=10.7025 | reward_mean=0.0002
[VLM Debug] step=384 | raw=0.2534 | shaped=-6.7015 | reward_mean=0.0002
[VLM Debug] step=400 | raw=0.2593 | shaped=9.1203 | reward_mean=0.0002
[VLM Debug] step=416 | raw=0.2491 | shaped=-16.7873 | reward_mean=0.0002
[VLM Debug] step=432 | raw=0.2407 | shaped=-14.0179 | reward_mean=0.0002
[VLM Debug] step=448 | raw=0.2542 | shaped=21.3806 | reward_mean=0.0002
[VLM Debug] step=464 | raw=0.2510 | shaped=-5.5142 | reward_mean=0.0002
[VLM Debug] step=480 | raw=0.2510 | shaped=-0.3724 | reward_mean=0.0002
[VLM Debug] step=496 | raw=0.2542 | shaped=4.7693 | reward_mean=0.0002
[VLM Debug] step=512 | raw=0.2534 | shaped=-1.5591 | reward_mean=0.0002
[VLM Debug] step=528 | raw=0.2422 | shaped=-18.5659 | reward_mean=0.0002
[VLM Debug] step=544 | raw=0.2388 | shaped=-5.9091 | reward_mean=0.0002
[VLM Debug] step=560 | raw=0.2485 | shaped=15.4483 | reward_mean=0.0002
[VLM Debug] step=576 | raw=0.2500 | shaped=2.0008 | reward_mean=0.0002
[VLM Debug] step=592 | raw=0.2524 | shaped=3.5828 | reward_mean=0.0002
[VLM Debug] step=608 | raw=0.2539 | shaped=2.0007 | reward_mean=0.0002
[VLM Debug] step=624 | raw=0.2480 | shaped=-9.8650 | reward_mean=0.0002
[VLM Debug] step=640 | raw=0.2439 | shaped=-7.0961 | reward_mean=0.0002
[VLM Debug] step=656 | raw=0.2406 | shaped=-5.7116 | reward_mean=0.0002
[VLM Debug] step=672 | raw=0.2393 | shaped=-2.5472 | reward_mean=0.0002
[VLM Debug] step=688 | raw=0.2380 | shaped=-2.3494 | reward_mean=0.0002
[VLM Debug] step=704 | raw=0.2356 | shaped=-4.3271 | reward_mean=0.0002
[VLM Debug] step=720 | raw=0.2405 | shaped=7.5394 | reward_mean=0.0002
[VLM Debug] step=736 | raw=0.2435 | shaped=4.5726 | reward_mean=0.0002
[VLM Debug] step=752 | raw=0.2416 | shaped=-3.5364 | reward_mean=0.0002
[VLM Debug] step=768 | raw=0.2407 | shaped=-1.7563 | reward_mean=0.0002
[VLM Debug] step=784 | raw=0.2491 | shaped=13.2749 | reward_mean=0.0002
[VLM Debug] step=800 | raw=0.2434 | shaped=-9.6678 | reward_mean=0.0002
[VLM Debug] step=816 | raw=0.2395 | shaped=-6.7008 | reward_mean=0.0002
[VLM Debug] step=832 | raw=0.2466 | shaped=11.0995 | reward_mean=0.0002
[VLM Debug] step=848 | raw=0.2462 | shaped=-0.9654 | reward_mean=0.0002
[VLM Debug] step=864 | raw=0.2487 | shaped=3.5837 | reward_mean=0.0002
[VLM Debug] step=880 | raw=0.2456 | shaped=-5.3168 | reward_mean=0.0002
[VLM Debug] step=896 | raw=0.2517 | shaped=9.5174 | reward_mean=0.0002
[VLM Debug] step=912 | raw=0.2461 | shaped=-9.4705 | reward_mean=0.0002
[VLM Debug] step=928 | raw=0.2400 | shaped=-10.2613 | reward_mean=0.0002
[VLM Debug] step=944 | raw=0.2439 | shaped=5.9576 | reward_mean=0.0002
[VLM Debug] step=960 | raw=0.2382 | shaped=-9.6679 | reward_mean=0.0002
[VLM Debug] step=976 | raw=0.2328 | shaped=-9.0743 | reward_mean=0.0002
[VLM Debug] step=992 | raw=0.2399 | shaped=11.1005 | reward_mean=0.0002
global_step=537535, episode=536, episodic_return=-51.351
[VLM Debug] Reset: raw=0.2275
[VLM Debug] step=16 | raw=0.2321 | shaped=6.9467 | reward_mean=0.0002
[VLM Debug] step=32 | raw=0.2302 | shaped=-3.3387 | reward_mean=0.0002
[VLM Debug] step=48 | raw=0.2340 | shaped=5.7600 | reward_mean=0.0002
[VLM Debug] step=64 | raw=0.2450 | shaped=17.4292 | reward_mean=0.0002
[VLM Debug] step=80 | raw=0.2394 | shaped=-9.4707 | reward_mean=0.0002
[VLM Debug] step=96 | raw=0.2349 | shaped=-7.6904 | reward_mean=0.0002
[VLM Debug] step=112 | raw=0.2369 | shaped=2.9906 | reward_mean=0.0002
[VLM Debug] step=128 | raw=0.2489 | shaped=19.0111 | reward_mean=0.0002
[VLM Debug] step=144 | raw=0.2456 | shaped=-5.7128 | reward_mean=0.0002
[VLM Debug] step=160 | raw=0.2378 | shaped=-13.0307 | reward_mean=0.0002
[VLM Debug] step=176 | raw=0.2366 | shaped=-2.3499 | reward_mean=0.0002
[VLM Debug] step=192 | raw=0.2350 | shaped=-2.9432 | reward_mean=0.0002
[VLM Debug] step=208 | raw=0.2350 | shaped=-0.3718 | reward_mean=0.0002
[VLM Debug] step=224 | raw=0.2372 | shaped=3.1885 | reward_mean=0.0002
[VLM Debug] step=240 | raw=0.2351 | shaped=-3.7345 | reward_mean=0.0002
[VLM Debug] step=256 | raw=0.2373 | shaped=3.1886 | reward_mean=0.0002
[VLM Debug] step=272 | raw=0.2441 | shaped=10.7050 | reward_mean=0.0002
[VLM Debug] step=288 | raw=0.2490 | shaped=7.5399 | reward_mean=0.0002
[VLM Debug] step=304 | raw=0.2474 | shaped=-2.9439 | reward_mean=0.0002
[VLM Debug] step=320 | raw=0.2439 | shaped=-6.1088 | reward_mean=0.0002
[VLM Debug] step=336 | raw=0.2517 | shaped=12.2874 | reward_mean=0.0002
[VLM Debug] step=352 | raw=0.2479 | shaped=-6.5046 | reward_mean=0.0002
[VLM Debug] step=368 | raw=0.2468 | shaped=-2.1527 | reward_mean=0.0002
[VLM Debug] step=384 | raw=0.2462 | shaped=-1.3614 | reward_mean=0.0002
[VLM Debug] step=400 | raw=0.2502 | shaped=6.1556 | reward_mean=0.0002
[VLM Debug] step=416 | raw=0.2438 | shaped=-10.8567 | reward_mean=0.0002
[VLM Debug] step=432 | raw=0.2483 | shaped=6.9471 | reward_mean=0.0002
[VLM Debug] step=448 | raw=0.2456 | shaped=-4.7244 | reward_mean=0.0002
[VLM Debug] step=464 | raw=0.2365 | shaped=-15.2083 | reward_mean=0.0002
[VLM Debug] step=480 | raw=0.2345 | shaped=-3.5368 | reward_mean=0.0002
[VLM Debug] step=496 | raw=0.2469 | shaped=19.8049 | reward_mean=0.0002
[VLM Debug] step=512 | raw=0.2444 | shaped=-4.5263 | reward_mean=0.0002
[VLM Debug] step=528 | raw=0.2411 | shaped=-5.7131 | reward_mean=0.0002
[VLM Debug] step=544 | raw=0.2428 | shaped=2.3975 | reward_mean=0.0002
[VLM Debug] step=560 | raw=0.2419 | shaped=-1.7567 | reward_mean=0.0002
[VLM Debug] step=576 | raw=0.2474 | shaped=8.5299 | reward_mean=0.0002
[VLM Debug] step=592 | raw=0.2461 | shaped=-2.5483 | reward_mean=0.0002
[VLM Debug] step=608 | raw=0.2488 | shaped=3.9800 | reward_mean=0.0002
[VLM Debug] step=624 | raw=0.2410 | shaped=-13.0329 | reward_mean=0.0002
[VLM Debug] step=640 | raw=0.2484 | shaped=11.6953 | reward_mean=0.0002
[VLM Debug] step=656 | raw=0.2473 | shaped=-2.1526 | reward_mean=0.0002
[VLM Debug] step=672 | raw=0.2419 | shaped=-9.0765 | reward_mean=0.0002
[VLM Debug] step=688 | raw=0.2458 | shaped=5.9586 | reward_mean=0.0002
[VLM Debug] step=704 | raw=0.2480 | shaped=3.1889 | reward_mean=0.0002
[VLM Debug] step=720 | raw=0.2479 | shaped=-0.5700 | reward_mean=0.0002
[VLM Debug] step=736 | raw=0.2463 | shaped=-2.9440 | reward_mean=0.0002
[VLM Debug] step=752 | raw=0.2469 | shaped=0.6171 | reward_mean=0.0002
[VLM Debug] step=768 | raw=0.2451 | shaped=-3.3397 | reward_mean=0.0002
[VLM Debug] step=784 | raw=0.2434 | shaped=-3.1418 | reward_mean=0.0002
[VLM Debug] step=800 | raw=0.2429 | shaped=-1.1633 | reward_mean=0.0002
[VLM Debug] step=816 | raw=0.2383 | shaped=-7.8901 | reward_mean=0.0002
[VLM Debug] step=832 | raw=0.2423 | shaped=6.1574 | reward_mean=0.0002
[VLM Debug] step=848 | raw=0.2367 | shaped=-9.4729 | reward_mean=0.0002
[VLM Debug] step=864 | raw=0.2402 | shaped=5.3661 | reward_mean=0.0002
[VLM Debug] step=880 | raw=0.2394 | shaped=-1.7567 | reward_mean=0.0002
[VLM Debug] step=896 | raw=0.2407 | shaped=1.8048 | reward_mean=0.0002
[VLM Debug] step=912 | raw=0.2444 | shaped=5.5641 | reward_mean=0.0002
[VLM Debug] step=928 | raw=0.2449 | shaped=0.4195 | reward_mean=0.0002
[VLM Debug] step=944 | raw=0.2443 | shaped=-1.3613 | reward_mean=0.0002
[VLM Debug] step=960 | raw=0.2477 | shaped=5.1684 | reward_mean=0.0002
[VLM Debug] step=976 | raw=0.2456 | shaped=-3.7358 | reward_mean=0.0002
[VLM Debug] step=992 | raw=0.2443 | shaped=-2.5485 | reward_mean=0.0002
global_step=538536, episode=537, episodic_return=82.336
[VLM Debug] Reset: raw=0.2250
[VLM Debug] step=16 | raw=0.2208 | shaped=-7.0996 | reward_mean=0.0002
[VLM Debug] step=32 | raw=0.2300 | shaped=14.4687 | reward_mean=0.0002
[VLM Debug] step=48 | raw=0.2456 | shaped=24.9535 | reward_mean=0.0002
[VLM Debug] step=64 | raw=0.2493 | shaped=5.5629 | reward_mean=0.0002
[VLM Debug] step=80 | raw=0.2476 | shaped=-3.1430 | reward_mean=0.0002
[VLM Debug] step=96 | raw=0.2451 | shaped=-4.3302 | reward_mean=0.0002
[VLM Debug] step=112 | raw=0.2505 | shaped=8.3332 | reward_mean=0.0002
[VLM Debug] step=128 | raw=0.2517 | shaped=1.6056 | reward_mean=0.0002
[VLM Debug] step=144 | raw=0.2499 | shaped=-3.3411 | reward_mean=0.0002
[VLM Debug] step=160 | raw=0.2517 | shaped=2.5951 | reward_mean=0.0002
[VLM Debug] step=176 | raw=0.2479 | shaped=-6.5071 | reward_mean=0.0002
[VLM Debug] step=192 | raw=0.2496 | shaped=2.3974 | reward_mean=0.0002
[VLM Debug] step=208 | raw=0.2534 | shaped=5.7613 | reward_mean=0.0002
[VLM Debug] step=224 | raw=0.2462 | shaped=-12.0479 | reward_mean=0.0002
[VLM Debug] step=240 | raw=0.2493 | shaped=4.5742 | reward_mean=0.0002
[VLM Debug] step=256 | raw=0.2477 | shaped=-2.9454 | reward_mean=0.0002
[VLM Debug] step=272 | raw=0.2510 | shaped=4.9701 | reward_mean=0.0002
[VLM Debug] step=288 | raw=0.2455 | shaped=-9.2778 | reward_mean=0.0002
[VLM Debug] step=304 | raw=0.2458 | shaped=0.2210 | reward_mean=0.0002
[VLM Debug] step=320 | raw=0.2446 | shaped=-2.3516 | reward_mean=0.0002
[VLM Debug] step=336 | raw=0.2456 | shaped=1.2105 | reward_mean=0.0002
[VLM Debug] step=352 | raw=0.2446 | shaped=-1.9559 | reward_mean=0.0002
[VLM Debug] step=368 | raw=0.2458 | shaped=1.6064 | reward_mean=0.0002
[VLM Debug] step=384 | raw=0.2413 | shaped=-7.6950 | reward_mean=0.0002
[VLM Debug] step=400 | raw=0.2469 | shaped=8.7310 | reward_mean=0.0002
[VLM Debug] step=416 | raw=0.2502 | shaped=4.9707 | reward_mean=0.0002
[VLM Debug] step=432 | raw=0.2438 | shaped=-10.8617 | reward_mean=0.0002
[VLM Debug] step=448 | raw=0.2498 | shaped=9.3247 | reward_mean=0.0002
[VLM Debug] step=464 | raw=0.2479 | shaped=-3.3414 | reward_mean=0.0002
[VLM Debug] step=480 | raw=0.2456 | shaped=-4.1330 | reward_mean=0.0002
[VLM Debug] step=496 | raw=0.2458 | shaped=0.0232 | reward_mean=0.0002
[VLM Debug] step=512 | raw=0.2468 | shaped=1.2107 | reward_mean=0.0002
[VLM Debug] step=528 | raw=0.2472 | shaped=0.2211 | reward_mean=0.0002
[VLM Debug] step=544 | raw=0.2388 | shaped=-14.0288 | reward_mean=0.0002
[VLM Debug] step=560 | raw=0.2428 | shaped=6.1590 | reward_mean=0.0002
[VLM Debug] step=576 | raw=0.2445 | shaped=2.3984 | reward_mean=0.0002
[VLM Debug] step=592 | raw=0.2428 | shaped=-3.1434 | reward_mean=0.0002
[VLM Debug] step=608 | raw=0.2412 | shaped=-2.9454 | reward_mean=0.0002
[VLM Debug] step=624 | raw=0.2415 | shaped=0.0235 | reward_mean=0.0002
[VLM Debug] step=640 | raw=0.2451 | shaped=5.5655 | reward_mean=0.0002
[VLM Debug] step=656 | raw=0.2430 | shaped=-3.7374 | reward_mean=0.0002
[VLM Debug] step=672 | raw=0.2427 | shaped=-0.9662 | reward_mean=0.0002
[VLM Debug] step=688 | raw=0.2449 | shaped=3.1905 | reward_mean=0.0002
[VLM Debug] step=704 | raw=0.2491 | shaped=6.5554 | reward_mean=0.0002
[VLM Debug] step=720 | raw=0.2435 | shaped=-9.4779 | reward_mean=0.0002
[VLM Debug] step=736 | raw=0.2440 | shaped=0.4194 | reward_mean=0.0002
[VLM Debug] step=752 | raw=0.2449 | shaped=1.0132 | reward_mean=0.0002
[VLM Debug] step=768 | raw=0.2466 | shaped=2.3988 | reward_mean=0.0002
[VLM Debug] step=784 | raw=0.2385 | shaped=-13.4370 | reward_mean=0.0002
[VLM Debug] step=800 | raw=0.2391 | shaped=0.6176 | reward_mean=0.0002
[VLM Debug] step=816 | raw=0.2443 | shaped=7.9418 | reward_mean=0.0002
[VLM Debug] step=832 | raw=0.2510 | shaped=10.5149 | reward_mean=0.0002
[VLM Debug] step=848 | raw=0.2468 | shaped=-7.1030 | reward_mean=0.0002
[VLM Debug] step=864 | raw=0.2480 | shaped=1.6070 | reward_mean=0.0002
[VLM Debug] step=880 | raw=0.2461 | shaped=-3.5399 | reward_mean=0.0002
[VLM Debug] step=896 | raw=0.2484 | shaped=3.3888 | reward_mean=0.0002
[VLM Debug] step=912 | raw=0.2487 | shaped=0.0234 | reward_mean=0.0002
[VLM Debug] step=928 | raw=0.2500 | shaped=1.8051 | reward_mean=0.0002
[VLM Debug] step=944 | raw=0.2512 | shaped=1.6071 | reward_mean=0.0002
[VLM Debug] step=960 | raw=0.2494 | shaped=-3.3422 | reward_mean=0.0002
[VLM Debug] step=976 | raw=0.2479 | shaped=-2.7483 | reward_mean=0.0002
[VLM Debug] step=992 | raw=0.2476 | shaped=-0.9664 | reward_mean=0.0002
global_step=539537, episode=538, episodic_return=222.833
[VLM Debug] Reset: raw=0.2255
[VLM Debug] step=16 | raw=0.2278 | shaped=3.3891 | reward_mean=0.0002
[VLM Debug] step=32 | raw=0.2469 | shaped=30.7062 | reward_mean=0.0002
[VLM Debug] step=48 | raw=0.2412 | shaped=-9.6773 | reward_mean=0.0002
[VLM Debug] step=64 | raw=0.2401 | shaped=-2.1548 | reward_mean=0.0002
[VLM Debug] step=80 | raw=0.2416 | shaped=2.0024 | reward_mean=0.0002
[VLM Debug] step=96 | raw=0.2495 | shaped=12.4941 | reward_mean=0.0002
[VLM Debug] step=112 | raw=0.2458 | shaped=-6.3123 | reward_mean=0.0002
[VLM Debug] step=128 | raw=0.2476 | shaped=2.3981 | reward_mean=0.0002
[VLM Debug] step=144 | raw=0.2427 | shaped=-8.2920 | reward_mean=0.0002
[VLM Debug] step=160 | raw=0.2385 | shaped=-7.1040 | reward_mean=0.0002
[VLM Debug] step=176 | raw=0.2428 | shaped=6.5559 | reward_mean=0.0002
[VLM Debug] step=192 | raw=0.2468 | shaped=6.1598 | reward_mean=0.0002
[VLM Debug] step=208 | raw=0.2426 | shaped=-7.3023 | reward_mean=0.0002
[VLM Debug] step=224 | raw=0.2351 | shaped=-12.4492 | reward_mean=0.0002
[VLM Debug] step=240 | raw=0.2396 | shaped=6.9521 | reward_mean=0.0002
[VLM Debug] step=256 | raw=0.2378 | shaped=-3.3426 | reward_mean=0.0002
[VLM Debug] step=272 | raw=0.2430 | shaped=8.1400 | reward_mean=0.0002
[VLM Debug] step=288 | raw=0.2402 | shaped=-4.9266 | reward_mean=0.0002
[VLM Debug] step=304 | raw=0.2371 | shaped=-5.5204 | reward_mean=0.0002
[VLM Debug] step=320 | raw=0.2402 | shaped=4.7747 | reward_mean=0.0002
[VLM Debug] step=336 | raw=0.2402 | shaped=-0.3730 | reward_mean=0.0002
[VLM Debug] step=352 | raw=0.2438 | shaped=5.3686 | reward_mean=0.0002
[VLM Debug] step=368 | raw=0.2430 | shaped=-1.5611 | reward_mean=0.0002
[VLM Debug] step=384 | raw=0.2460 | shaped=4.3787 | reward_mean=0.0002
[VLM Debug] step=400 | raw=0.2434 | shaped=-4.5311 | reward_mean=0.0002
